pokemon_form_identifier,version_identifier,flavor_text
umbreon-default,stadium-2,"When darkness falls, the rings on the body begin to glow, striking fear in the hearts of anyone nearby."
umbreon-default,stadium-2,"When agitated, this Pokémon protects itself by spraying poisonous sweat from its pores."
umbreon-default,sun,"When this Pokémon becomes angry, its pores secrete a poisonous sweat, which it sprays at its opponent's eyes."
umbreon-default,sword,"When this Pokémon becomes angry, its pores secrete a poisonous sweat, which it sprays at its opponent's eyes."
umbreon-default,ultra-moon,"It lurks in the dark of night looking for prey. At the moment it pounces, the rings on its body glow dimly but ominously."
umbreon-default,ultra-sun,"This Pokémon is nocturnal. Even in total darkness, its large eyes can spot its prey clearly!"
umbreon-default,violet,"When darkness falls, the rings on the body begin to glow, striking fear in the hearts of anyone nearby."
umbreon-default,white,"When exposed to the moon's aura, the rings on its body glow faintly and it gains a mysterious power."
umbreon-default,white-2,"When exposed to the moon's aura, the rings on its body glow faintly and it's filled with a mysterious power."
umbreon-default,x,The light of the moon changed Eevee's genetic structure. It lurks in darkness for prey.
umbreon-default,y,"When exposed to the moon's aura, the rings on its body glow faintly and it's filled with a mysterious power."
unfezant-female,sword,"Females of this species are very capable fliers, particularly notable for their stamina. They also take longer to adjust to people."
unfezant-male,alpha-sapphire,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
unfezant-male,black,Males swing their head plumage to threaten opponents. The females' flying abilities surpass those of the males.
unfezant-male,black-2,"Males swing the plumage on their heads to threaten others, but females are better at flying."
unfezant-male,omega-ruby,Males swing their head plumage to threaten opponents. The females' flying abilities surpass those of the males.
unfezant-male,shield,This Pokémon is intelligent and intensely proud. People will sit up and take notice if you become the Trainer of one.
unfezant-male,sword,"Unfezant are exceptional fliers. The females are known for their stamina, while the males outclass them in terms of speed."
unfezant-male,white,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
unfezant-male,white-2,"Males swing the plumage on their heads to threaten others, but females are better at flying."
unfezant-male,x,Males swing their head plumage to threaten opponents. The females' flying abilities surpass those of the males.
unfezant-male,y,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
unown-default,alpha-sapphire,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known."
unown-default,black,"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
unown-default,black-2,"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
unown-default,brilliant-diamond,"Because the Pokémon is shaped like ancient writing, it is a huge mystery whether written language or Unown came first."
unown-default,crystal,"Because different types of Unown exist, it is said that they must have a variety of abilities."
unown-default,diamond,"Shaped like ancient writing, it is a huge mystery whether language or Unown came first."
unown-default,emerald,"This Pokémon is shaped like ancient text characters. Although research is ongoing, it is a mystery as to which came first, the ancient writings or the various Unown."
unown-default,firered,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
unown-default,gold,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
unown-default,heartgold,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
unown-default,leafgreen,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
unown-default,legends-arceus,It is hard to believe these strangely shaped Pokémon are truly living creatures. I've pointed out that the species' many forms resemble writing from other lands; no one will take me seriously.
unown-default,omega-ruby,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known."
unown-default,pearl,They seem to communicate among each other telepathically. They are always found stuck on walls.
unown-default,platinum,"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
unown-default,ruby,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known."
unown-default,sapphire,"This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known."
unown-default,shining-pearl,They seem to communicate among each other telepathically. They are always found stuck on walls.
unown-default,silver,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
unown-default,soulsilver,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
unown-default,stadium-2,Their shapes look like hieroglyphs on ancient tablets. It is said that the two are somehow related.
unown-default,stadium-2,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
unown-default,white,"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
unown-default,white-2,"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
unown-default,x,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning."
unown-default,y,"Shaped like ancient writing, it is a huge mystery whether language or Unown came first."
ursaluna-bloodmoon,scarlet,It crossed the sea and drifted ashore in a new land. Surviving in this place led it to take on a unique appearance and gain special powers.
ursaluna-bloodmoon,violet,This special Ursaluna can see in the dark with its left eye and protects itself with mud that is as hard as iron.
ursaluna-default,legends-arceus,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.
