item_identifier,version_identifier,localized_name
smoked-fillet,scarlet-violet,A very salty and bitter ingredient with that unmistakable smoky flavor. It pairs exceptionally well with veggies.
smooth-rock,black-2-white-2,A Pokémon held item that extends the duration of the move Sandstorm used by the holder.
smooth-rock,black-white,A Pokémon held item that extends the duration of the move Sandstorm used by the holder.
smooth-rock,brilliant-diamond-shining-pearl,An item to be held by a Pokémon. It extends the duration of the move Sandstorm when used by the holder.
smooth-rock,diamond-pearl,A Pokémon hold item that extends the duration of the move Sandstorm used by the holder.
smooth-rock,heartgold-soulsilver,A Pokémon held item that extends the duration of the move Sandstorm used by the holder.
smooth-rock,legends-arceus,An item to be held by a Pokémon. It extends the duration of the move Sandstorm when used by the holder.
smooth-rock,lets-go-pikachu-lets-go-eevee,An item to be held by a Pokémon. It extends the duration of the move Sandstorm when used by the holder.
smooth-rock,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. It extends the duration of the move Sandstorm when used by the holder.
smooth-rock,platinum,A Pokémon hold item that extends the duration of the move Sandstorm used by the holder.
smooth-rock,scarlet-violet,"An item to be held by a Pokémon. When the holder changes the weather to a sandstorm, the storm will persist for longer than usual."
smooth-rock,sun-moon,An item to be held by a Pokémon. It extends the duration of the move Sandstorm when used by the holder.
smooth-rock,sword-shield,An item to be held by a Pokémon. It extends the duration of the move Sandstorm when used by the holder.
smooth-rock,ultra-sun-ultra-moon,An item to be held by a Pokémon. It extends the duration of the move Sandstorm when used by the holder.
smooth-rock,x-y,An item to be held by a Pokémon. It extends the duration of the move Sandstorm when used by the holder.
snorlium-z,scarlet-violet,It converts Z-Power into crystals that upgrade Snorlax's Giga Impact to a Z-Move.
snorlium-z,sun-moon,It converts Z-Power into crystals that upgrade Snorlax's Giga Impact to an exclusive Z-Move.
snorlium-z,ultra-sun-ultra-moon,It converts Z-Power into crystals that upgrade Snorlax's Giga Impact to an exclusive Z-Move.
snow-balm,legends-arceus,"A mysterious balm that gives off a soothing scent. It can be used to help calm the frenzy of the Lord of the Tundra, Avalugg."
snow-mail,diamond-pearl,"Stationery featuring a print of a chilly, snow-covered world. Let a Pokémon hold it for delivery."
snow-mail,heartgold-soulsilver,"Stationery featuring a print of a chilly, snow-covered world. Let a Pokémon hold it for delivery."
snow-mail,platinum,"Stationery featuring a print of a chilly, snow-covered world. Let a Pokémon hold it for delivery."
snowball,legends-arceus,"A hard ball made of compressed snow. Hitting a Pokémon with one may stun the Pokémon, creating an opening for you to act."
snowball,omega-ruby-alpha-sapphire,An item to be held by a Pokémon. It boosts Attack if hit with an Ice-type attack. It can only be used once.
snowball,scarlet-violet,An item to be held by a Pokémon. This single-use ball of snow boosts the Attack stat if the holder is damaged by an Ice-type move.
snowball,sun-moon,An item to be held by a Pokémon. It boosts Attack if the holder is hit with an Ice-type attack. It can only be used once.
snowball,ultra-sun-ultra-moon,An item to be held by a Pokémon. It boosts Attack if the holder is hit with an Ice-type attack. It can only be used once.
snowball,x-y,An item to be held by a Pokémon. It boosts Attack if hit with an Ice-type attack. It can only be used once.
soda-pop,crystal,Restores Pokémon HP by 60.
soda-pop,gold-silver,Restores Pokémon HP by 60.
soda-pop,scarlet-violet,A highly carbonated soda drink. It can be used to restore 50 HP to a Pokémon.
soda-pop,sun-moon,"A highly carbonated soda drink. When consumed, it restores up to 50 HP to an injured Pokémon."
soda-pop,x-y,"A highly carbonated soda drink. When consumed, it restores 60 HP to an injured Pokémon."
soft-sand,crystal,Powers up ground-type moves. (HOLD)
soft-sand,diamond-pearl,"A loose, silky sand that boosts the power of Ground-type moves."
soft-sand,emerald,A hold item that raises the power of Ground-type moves.
soft-sand,firered-leafgreen,"A loose, silky sand that boosts the power of Ground-type moves."
soft-sand,gold-silver,Powers up ground-type moves. (HOLD)
soft-sand,platinum,"A loose, silky sand that boosts the power of Ground-type moves."
soft-sand,ruby-sapphire,A hold item that raises the power of Ground-type moves.
soft-sand,scarlet-violet,"A loose, silky sand that boosts the power of the holder's Ground-type moves."
soft-sand,sun-moon,"A loose, silky sand that boosts the power of Ground-type moves."
soft-sand,ultra-sun-ultra-moon,"A loose, silky sand that boosts the power of Ground-type moves."
solgaleo-treat,scarlet-violet,A snack made from ingredients favored by the Legendary Pokémon Solgaleo.
solganium-z,scarlet-violet,It converts Z-Power into crystals that upgrade Solgaleo's Sunsteel Strike to a Z-Move.
solganium-z,sun-moon,It converts Z-Power into crystals that upgrade Solgaleo's Sunsteel Strike to an exclusive Z-Move.
solganium-z,ultra-sun-ultra-moon,It converts Z-Power into crystals that upgrade Solgaleo's Sunsteel Strike to an exclusive Z-Move.
sonias-book,brilliant-diamond-shining-pearl,Professor Sonia's published writings. Her new discoveries about the Galar region's legends are recorded in this enjoyable read.
sonias-book,legends-arceus,Professor Sonia's published writings. Her new discoveries about the Galar region's legends are recorded in this enjoyable read.
sonias-book,scarlet-violet,Professor Sonia's published writings. Her new discoveries about the Galar region's legends are recorded in this enjoyable read.
sonias-book,sword-shield,Professor Sonia's published writings. Her new discoveries about the Galar region's legends are recorded in this enjoyable read.
soot-sack,brilliant-diamond-shining-pearl,A sack used to gather and hold volcanic ash.
soot-sack,emerald,A sack used to gather and hold volcanic ash.
soot-sack,firered,A sack used to collect volcanic ash automatically during walks over deep ash.
soot-sack,leafgreen,A sack used to collect volcanic ash automatically during walks over deep ash.
soot-sack,legends-arceus,A sack used to gather and hold volcanic ash.
soot-sack,lets-go-pikachu-lets-go-eevee,A sack used to gather and hold volcanic ash.
soot-sack,omega-ruby-alpha-sapphire,A sack used to gather and hold volcanic ash.
soot-sack,ruby,A sack used to gather and hold volcanic ash.
soot-sack,sapphire,A sack used to gather and hold volcanic ash.
soot-sack,scarlet-violet,A sack used to gather and hold volcanic ash.
soot-sack,sun-moon,A sack used to gather and hold volcanic ash.
soot-sack,sword-shield,A sack used to gather and hold volcanic ash.
soot-sack,ultra-sun-ultra-moon,A sack used to gather and hold volcanic ash.
sootfoot-root,legends-arceus,"A tuber used for crafting Smoke Bombs. It can be mashed for use in cooking, but it can also be dried and ground to produce a fine powder."
soothe-bell,black-2-white-2,An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.
soothe-bell,black-white,An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.
soothe-bell,brilliant-diamond-shining-pearl,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,colosseum,A hold item that calms spirits and fosters friendship.
soothe-bell,diamond-pearl,An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.
soothe-bell,emerald,A hold item that calms spirits and fosters friendship.
soothe-bell,firered-leafgreen,An item to be held by a Pokémon. A bell with a comforting chime that makes the holder calm and friendly.
soothe-bell,heartgold-soulsilver,An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.
soothe-bell,legends-arceus,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,legends-za,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,lets-go-pikachu-lets-go-eevee,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,omega-ruby-alpha-sapphire,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,platinum,An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.
soothe-bell,ruby-sapphire,A hold item that calms spirits and fosters friendship.
soothe-bell,scarlet-violet,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,sun-moon,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,sword-shield,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,ultra-sun-ultra-moon,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,x-y,"An item to be held by a Pokémon. The comforting chime of this bell calms the holder, making it friendly."
soothe-bell,xd,A hold item that calms spirits and fosters friendship.
soul-dew,diamond-pearl,A wondrous orb to be held by Latios or Latias. It raises both the Sp. Atk and Sp. Def stats.
soul-dew,platinum,A wondrous orb to be held by Latios or Latias. It raises both the Sp. Atk and Sp. Def stats.
soul-dew,ruby-sapphire,Hold item: Raises Sp. Atk & Sp. Def of Latios & Latias.
soul-dew,scarlet-violet,A wondrous orb to be held by Latios or Latias. It boosts the power of their Psychic- and Dragon-type moves.
soul-dew,sun-moon,A wondrous orb to be held by either Latios or Latias. It raises the power of Psychic- and Dragon-type moves.
soul-slate,brilliant-diamond-shining-pearl,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Soul Room at Ramanas Park.
soul-slate,scarlet-violet,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Soul Room at Ramanas Park.
sour-herba-mystica,scarlet-violet,This surpassingly sour condiment is said to be super effective in helping the eater recover from exhaustion. Only a scant few people know it exists.
space-balm,legends-arceus,A mysterious balm that somehow has the power to calm Palkia in its frenzy.
space-balm,scarlet-violet,A mysterious balm that somehow has the power to calm Palkia in its frenzy.
space-mail,diamond-pearl,Stationery featuring a print depicting the huge expanse of space. Let a Pokémon hold it for delivery.
